Date,Temp,Wet,Light
01-01-2019 00:00:00,27.9,70,0
01-01-2019 00:05:00,27.81,70.93,0
01-01-2019 00:10:00,27.71,71,0
01-01-2019 00:15:00,27.61,71,0
01-01-2019 00:20:00,27.51,71,0
01-01-2019 00:25:00,27.31,71.93,0
01-01-2019 00:30:00,27.21,72,0
01-01-2019 00:35:00,27.2,72,0
01-01-2019 00:40:00,27.11,72.93,0
01-01-2019 00:45:00,27.01,73,0
01-01-2019 00:50:00,26.91,73,0
01-01-2019 00:55:00,26.99,73,0
01-01-2019 01:00:00,26.91,73,0
01-01-2019 01:05:00,26.71,73.93,0
01-01-2019 01:10:00,26.61,74,0
01-01-2019 01:15:00,26.6,74,0
01-01-2019 01:20:00,26.6,74,0
01-01-2019 01:25:00,26.51,74,0
01-01-2019 01:30:00,26.5,74,0
01-01-2019 01:35:00,26.41,74,0
01-01-2019 01:40:00,26.31,74,0
01-01-2019 01:45:00,26.3,74,0
01-01-2019 01:50:00,26.21,74,0
01-01-2019 01:55:00,26.11,74.92,0
01-01-2019 02:00:00,26.1,75,0
01-01-2019 02:05:00,26.01,75,0
01-01-2019 02:10:00,26,75,0
01-01-2019 02:15:00,25.91,75,0
01-01-2019 02:20:00,25.81,75,0
01-01-2019 02:25:00,25.71,75,0
01-01-2019 02:30:00,25.7,75,0
01-01-2019 02:35:00,25.61,75,0
01-01-2019 02:40:00,25.6,75,0
01-01-2019 02:45:00,25.51,75,0
01-01-2019 02:50:00,25.5,75,0
01-01-2019 02:55:00,25.5,75,0
01-01-2019 03:00:00,25.5,74.08,0
01-01-2019 03:05:00,25.41,74,0
01-01-2019 03:10:00,25.4,74,0
01-01-2019 03:15:00,25.4,74,0
01-01-2019 03:20:00,25.49,73.08,0
01-01-2019 03:25:00,25.41,73,0
01-01-2019 03:30:00,25.49,73,0
01-01-2019 03:35:00,25.5,73,0
01-01-2019 03:40:00,25.59,72.08,0
01-01-2019 03:45:00,25.6,72,0
01-01-2019 03:50:00,25.6,72,0
01-01-2019 03:55:00,25.69,72,0
01-01-2019 04:00:00,25.79,71.08,0
01-01-2019 04:05:00,25.8,71,0
01-01-2019 04:10:00,25.8,71,0
01-01-2019 04:15:00,25.8,71,0
01-01-2019 04:20:00,25.89,70.09,0
01-01-2019 04:25:00,25.9,70,0
01-01-2019 04:30:00,25.9,70,0
01-01-2019 04:35:00,25.9,70,0
01-01-2019 04:40:00,25.9,70,0
01-01-2019 04:45:00,25.9,70,0
01-01-2019 04:50:00,25.9,70,0
01-01-2019 04:55:00,25.9,70,0
01-01-2019 05:00:00,25.9,70,0
01-01-2019 05:05:00,25.9,70,0
01-01-2019 05:10:00,25.81,70,0
01-01-2019 05:15:00,25.8,70,0
01-01-2019 05:20:00,25.8,70,0
01-01-2019 05:25:00,25.8,70,0
01-01-2019 05:30:00,25.8,69.09,0
01-01-2019 05:35:00,25.8,69,0
01-01-2019 05:40:00,25.8,69,0
01-01-2019 05:45:00,25.8,69,0
01-01-2019 05:50:00,25.89,69,0
01-01-2019 05:55:00,25.9,69,0
01-01-2019 06:00:00,25.9,69,0
01-01-2019 06:05:00,25.9,69,0
01-01-2019 06:10:00,25.99,68.09,0
01-01-2019 06:15:00,26.09,67.09,0
01-01-2019 06:20:00,26.28,67,0
01-01-2019 06:25:00,26.48,66.09,0
01-01-2019 06:30:00,26.77,65.09,0
01-01-2019 06:35:00,27.07,64.09,0
01-01-2019 06:40:00,27.28,64,0
01-01-2019 06:45:00,27.48,63.09,0
01-01-2019 06:50:00,27.59,63,0
01-01-2019 06:55:00,27.78,62.09,0
01-01-2019 07:00:00,27.89,62,0
01-01-2019 07:05:00,28.08,61.09,0.91
01-01-2019 07:10:00,28.19,61,3.72
01-01-2019 07:15:00,28.11,61,4.91
01-01-2019 07:20:00,28.28,61,6.81
01-01-2019 07:25:00,28.21,61,8.81
01-01-2019 07:30:00,28.29,61,9.91
01-01-2019 07:35:00,27.76,62.81,57.15
01-01-2019 07:40:00,27.34,64.81,69.25
01-01-2019 07:45:00,27.39,65.91,90.85
01-01-2019 07:50:00,27.58,66,107.51
01-01-2019 07:55:00,27.78,66,156.15
01-01-2019 08:00:00,28.25,66,168.25
01-01-2019 08:05:00,28.48,66,200.73
01-01-2019 08:10:00,28.32,67.81,280.16
01-01-2019 08:15:00,28.48,69.81,218.19
01-01-2019 08:20:00,28.77,70,185.61
01-01-2019 08:25:00,29.07,70,249.19
01-01-2019 08:30:00,29.19,70,208.85
01-01-2019 08:35:00,29.38,70.9,230.12
01-01-2019 08:40:00,29.76,71,361.7
01-01-2019 08:45:00,30.25,69.2,255.4
01-01-2019 08:50:00,30.48,69.9,265.4
01-01-2019 08:55:00,30.5,70.9,201.4
01-01-2019 09:00:00,30.5,71.9,208.4
01-01-2019 09:05:00,30.5,72,319.8
01-01-2019 09:10:00,30.95,71.1,373.4
01-01-2019 09:15:00,31.63,69.2,146.7
01-01-2019 09:20:00,28.64,67.2,77.8
01-01-2019 09:25:00,29.65,65.2,265.6
01-01-2019 09:30:00,30.16,67.7,220.4
01-01-2019 09:35:00,28.85,68,717
01-01-2019 09:40:00,28.43,67.1,227.6
01-01-2019 09:45:00,29.48,67,103.1
01-01-2019 09:50:00,29.87,69.7,465
01-01-2019 09:55:00,30.26,70.9,665.3
01-01-2019 10:00:00,28.05,69.2,162.8
01-01-2019 10:05:00,28.88,67.2,107.7
01-01-2019 10:10:00,29.63,68.8,191.7
01-01-2019 10:15:00,29.7,67.2,157.8
01-01-2019 10:20:00,28.17,66.1,171
01-01-2019 10:25:00,29.17,67.8,127.1
01-01-2019 10:30:00,30.02,69.8,111.2
01-01-2019 10:35:00,28.21,67.3,127.1
01-01-2019 10:40:00,28.81,68.8,112.8
01-01-2019 10:45:00,29.62,70.8,141.6
01-01-2019 10:50:00,28.98,66.5,159.4
01-01-2019 10:55:00,29.08,67.79,152.95
01-01-2019 11:00:00,29.81,69.79,143.96
01-01-2019 11:05:00,28.11,68.21,139.43
01-01-2019 11:10:00,28.97,68,172.95
01-01-2019 11:15:00,29.81,70.68,148.41
01-01-2019 11:20:00,29.27,69.21,184.31
01-01-2019 11:25:00,28.75,68.11,146.12
01-01-2019 11:30:00,29.5,69.79,157.97
01-01-2019 11:35:00,29.42,69.11,139.45
01-01-2019 11:40:00,28.6,69,159.33
01-01-2019 11:45:00,29.57,69.89,145.03
01-01-2019 11:50:00,29.7,70.89,159.97
01-01-2019 11:55:00,28.72,69.21,145.03
01-01-2019 12:00:00,29.49,69.89,145.68
01-01-2019 12:05:00,29.87,70.89,163.87
01-01-2019 12:10:00,28.56,70.11,144.56
01-01-2019 12:15:00,29.47,70,191.13
01-01-2019 12:20:00,30.05,71.79,144.29
01-01-2019 12:25:00,28.4,69.32,153.19
01-01-2019 12:30:00,29.45,69,179.12
01-01-2019 12:35:00,29.78,70.79,148.05
01-01-2019 12:40:00,28.55,69.21,144
01-01-2019 12:45:00,29.47,69.89,119.88
01-01-2019 12:50:00,29.96,71.79,124.15
01-01-2019 12:55:00,28.57,70.21,114.28
01-01-2019 13:00:00,29.2,70.89,130.87
01-01-2019 13:05:00,30.01,71,112.45
01-01-2019 13:10:00,28.68,66.56,110.89
01-01-2019 13:15:00,29.12,66.89,111.89
01-01-2019 13:20:00,29.73,68.77,122.64
01-01-2019 13:25:00,28.91,65.45,114.25
01-01-2019 13:30:00,28.8,65.89,111.23
01-01-2019 13:35:00,29.6,66.89,96.81
01-01-2019 13:40:00,29.79,68.77,361.89
01-01-2019 13:45:00,28.65,67.23,403.98
01-01-2019 13:50:00,29.65,67,438.69
01-01-2019 13:55:00,28.91,66.11,349.9
01-01-2019 14:00:00,28.98,66,375.24
01-01-2019 14:05:00,29.62,68.66,402.17
01-01-2019 14:10:00,30.23,69.89,499.87
01-01-2019 14:15:00,30.12,70,386.09
01-01-2019 14:20:00,28.95,69.11,322.12
01-01-2019 14:25:00,29.69,69,340.83
01-01-2019 14:30:00,30.24,70.77,331.59
01-01-2019 14:35:00,30.39,72.77,280.35
01-01-2019 14:40:00,28.72,71.23,307.69
01-01-2019 14:45:00,29.39,70.11,291.61
01-01-2019 14:50:00,29.77,70.89,301.41
01-01-2019 14:55:00,30.15,71.89,308.32
01-01-2019 15:00:00,30.29,72.89,273.53
01-01-2019 15:05:00,30.21,73,269
01-01-2019 15:10:00,28.6,72.11,263.68
01-01-2019 15:15:00,29.38,69.34,246.15
01-01-2019 15:20:00,29.77,69.89,193.46
01-01-2019 15:25:00,29.8,70.88,205.5
01-01-2019 15:30:00,29.8,71,192.16
01-01-2019 15:35:00,29.89,71,176.8
01-01-2019 15:40:00,29.72,71.88,163.56
01-01-2019 15:45:00,29.61,72,162.88
01-01-2019 15:50:00,29.51,72.88,141.88
01-01-2019 15:55:00,29.5,72.12,133.72
01-01-2019 16:00:00,29.5,72,144.44
01-01-2019 16:05:00,29.41,71.12,139.84
01-01-2019 16:10:00,29.4,71.88,119.64
01-01-2019 16:15:00,29.31,72,110.84
01-01-2019 16:20:00,29.12,72.88,95.92
01-01-2019 16:25:00,28.92,73.88,93.12
01-01-2019 16:30:00,28.72,74,77.16
01-01-2019 16:35:00,28.61,74.88,60.04
01-01-2019 16:40:00,28.42,75.88,52.72
01-01-2019 16:45:00,28.22,76.88,49.36
01-01-2019 16:50:00,27.85,78.76,37.56
01-01-2019 16:55:00,27.71,79,30.72
01-01-2019 17:00:00,27.52,79.88,22.96
01-01-2019 17:05:00,27.32,80.88,3.52
01-01-2019 17:10:00,27.48,81,0.12
01-01-2019 17:15:00,27.59,80.12,0
01-01-2019 17:20:00,27.69,79.12,0
01-01-2019 17:25:00,27.79,79,0
01-01-2019 17:30:00,27.98,77.24,0
01-01-2019 17:35:00,28,76.12,0
01-01-2019 17:40:00,28.09,75.13,0
01-01-2019 17:45:00,28.19,74.13,0
01-01-2019 17:50:00,28.11,73.13,0
01-01-2019 17:55:00,28.1,72.13,0
01-01-2019 18:00:00,28.1,72,0
01-01-2019 18:05:00,28.1,71.13,0
01-01-2019 18:10:00,28.1,71,0
01-01-2019 18:15:00,28.01,71,0
01-01-2019 18:20:00,28,71,0
01-01-2019 18:25:00,27.91,70.13,0
01-01-2019 18:30:00,27.81,70,0
01-01-2019 18:35:00,27.8,70,0
01-01-2019 18:40:00,27.71,70,0
01-01-2019 18:45:00,27.7,70,0
01-01-2019 18:50:00,27.7,70,0
01-01-2019 18:55:00,27.61,70,0
01-01-2019 19:00:00,27.51,70,0
01-01-2019 19:05:00,27.5,70,0
01-01-2019 19:10:00,27.5,70,0
01-01-2019 19:15:00,27.5,69.13,0
01-01-2019 19:20:00,27.5,69,0
01-01-2019 19:25:00,27.67,69,0
01-01-2019 19:30:00,27.87,68.13,0
01-01-2019 19:35:00,28.07,67.13,0
01-01-2019 19:40:00,28.27,66.13,0
01-01-2019 19:45:00,28.47,65.13,0
01-01-2019 19:50:00,28.67,65,0
01-01-2019 19:55:00,28.79,65,0
01-01-2019 20:00:00,28.8,65,0
01-01-2019 20:05:00,28.89,64.13,0
01-01-2019 20:10:00,28.99,64,0
01-01-2019 20:15:00,29.09,63.13,0
01-01-2019 20:20:00,29.27,63,0
01-01-2019 20:25:00,29.3,63,0
01-01-2019 20:30:00,29.3,63,0
01-01-2019 20:35:00,29.3,63,0
01-01-2019 20:40:00,29.3,63,0
01-01-2019 20:45:00,29.39,63,0
01-01-2019 20:50:00,29.4,63,0
01-01-2019 20:55:00,29.4,63,0
01-01-2019 21:00:00,29.4,63,0
01-01-2019 21:05:00,29.31,63.87,0
01-01-2019 21:10:00,29.3,64,0
01-01-2019 21:15:00,29.3,63.13,0
01-01-2019 21:20:00,29.3,63,0
01-01-2019 21:25:00,29.39,63,0
01-01-2019 21:30:00,29.31,63.87,0
01-01-2019 21:35:00,29.3,64,0
01-01-2019 21:40:00,29.3,64,0
01-01-2019 21:45:00,29.21,64,0
01-01-2019 21:50:00,29.11,64.87,0
01-01-2019 21:55:00,29.19,64.13,0
01-01-2019 22:00:00,29.29,64,0
01-01-2019 22:05:00,29.21,64,0
01-01-2019 22:10:00,29.2,64,0
01-01-2019 22:15:00,29.2,64,0
01-01-2019 22:20:00,29.2,64,0
01-01-2019 22:25:00,29.11,64.86,0
01-01-2019 22:30:00,29.1,65,0
01-01-2019 22:35:00,29.1,65,0
01-01-2019 22:40:00,29.1,65,0
01-01-2019 22:45:00,29.1,65,0
01-01-2019 22:50:00,29.1,65,0
01-01-2019 22:55:00,29.1,65,0
01-01-2019 23:00:00,29.01,65,0
01-01-2019 23:05:00,29,65,0
01-01-2019 23:10:00,28.91,65,0
01-01-2019 23:15:00,28.81,65,0
01-01-2019 23:20:00,28.8,65,0
01-01-2019 23:25:00,28.71,65.86,0
01-01-2019 23:30:00,28.53,66,0
01-01-2019 23:35:00,28.41,66,0
01-01-2019 23:40:00,28.4,66,0
01-01-2019 23:45:00,28.31,66,0
01-01-2019 23:50:00,28.21,66.86,0
01-01-2019 23:55:00,28.11,67,0
02-01-2019 00:00:00,28.1,67,0
02-01-2019 00:05:00,28.01,67,0
02-01-2019 00:10:00,27.91,67.86,0
02-01-2019 00:15:00,27.81,68,0
02-01-2019 00:20:00,27.71,68.86,0
02-01-2019 00:25:00,27.61,69,0
02-01-2019 00:30:00,27.6,69,0
02-01-2019 00:35:00,27.51,69,0
02-01-2019 00:40:00,27.41,69,0
02-01-2019 00:45:00,27.31,69,0
02-01-2019 00:50:00,27.3,69.85,0
02-01-2019 00:55:00,27.21,70,0
02-01-2019 01:00:00,27.11,70,0
02-01-2019 01:05:00,27.1,70,0
02-01-2019 01:10:00,27.01,70,0
02-01-2019 01:15:00,27,70,0
02-01-2019 01:20:00,26.83,70,0
02-01-2019 01:25:00,26.8,70,0
02-01-2019 01:30:00,26.71,70,0
02-01-2019 01:35:00,26.7,70,0
02-01-2019 01:40:00,26.7,70,0
02-01-2019 01:45:00,26.61,70.85,0
02-01-2019 01:50:00,26.6,71,0
02-01-2019 01:55:00,26.51,71,0
02-01-2019 02:00:00,26.5,71,0
02-01-2019 02:05:00,26.5,71,0
02-01-2019 02:10:00,26.5,71,0
02-01-2019 02:15:00,26.41,71,0
02-01-2019 02:20:00,26.4,71,0
02-01-2019 02:25:00,26.4,71,0
02-01-2019 02:30:00,26.31,71,0
02-01-2019 02:35:00,26.3,71,0
02-01-2019 02:40:00,26.3,71,0
02-01-2019 02:45:00,26.3,71,0
02-01-2019 02:50:00,26.3,71,0
02-01-2019 02:55:00,26.22,71,0
02-01-2019 03:00:00,26.2,71.85,0
02-01-2019 03:05:00,26.2,71.15,0
02-01-2019 03:10:00,26.2,71,0
02-01-2019 03:15:00,26.2,71.85,0
02-01-2019 03:20:00,26.2,71.15,0
02-01-2019 03:25:00,26.2,71,0
02-01-2019 03:30:00,26.12,71.85,0
02-01-2019 03:35:00,26.1,72,0
02-01-2019 03:40:00,26.1,72,0
02-01-2019 03:45:00,26.1,72,0
02-01-2019 03:50:00,26.02,72,0
02-01-2019 03:55:00,26,72,0
02-01-2019 04:00:00,26,72,0
02-01-2019 04:05:00,26,72,0
02-01-2019 04:10:00,26,72,0
02-01-2019 04:15:00,26,72,0
02-01-2019 04:20:00,26,72,0
02-01-2019 04:25:00,25.92,72,0
02-01-2019 04:30:00,25.9,72,0
02-01-2019 04:35:00,25.9,72,0
02-01-2019 04:40:00,25.82,72,0
02-01-2019 04:45:00,25.8,72,0
02-01-2019 04:50:00,25.8,72,0
02-01-2019 04:55:00,25.8,72,0
02-01-2019 05:00:00,25.8,72,0
02-01-2019 05:05:00,25.72,72,0
02-01-2019 05:10:00,25.78,72,0
02-01-2019 05:15:00,25.8,72,0
02-01-2019 05:20:00,25.8,72,0
02-01-2019 05:25:00,25.8,72,0
02-01-2019 05:30:00,25.8,72,0
02-01-2019 05:35:00,25.8,72,0
02-01-2019 05:40:00,25.8,72,0
02-01-2019 05:45:00,25.8,72,0
02-01-2019 05:50:00,25.8,72,0
02-01-2019 05:55:00,25.8,72,0
02-01-2019 06:00:00,25.8,72,0
02-01-2019 06:05:00,25.8,72,0
02-01-2019 06:10:00,25.88,71.16,0
02-01-2019 06:15:00,25.98,71,0
02-01-2019 06:20:00,26.17,70.16,0
02-01-2019 06:25:00,26.45,69.16,0
02-01-2019 06:30:00,26.84,68.16,0
02-01-2019 06:35:00,27.15,67.16,0
02-01-2019 06:40:00,27.45,66.16,0
02-01-2019 06:45:00,27.75,65.16,0
02-01-2019 06:50:00,27.97,64.16,0
02-01-2019 06:55:00,28.08,64,0
02-01-2019 07:00:00,28.18,63.16,0.84
02-01-2019 07:05:00,28.37,63,1
02-01-2019 07:10:00,28.57,62.16,3.52
02-01-2019 07:15:00,28.52,62,4.84
02-01-2019 07:20:00,28.67,62,7.5
02-01-2019 07:25:00,28.7,62,13
02-01-2019 07:30:00,28.78,61.17,15.67
02-01-2019 07:35:00,28.22,63.5,69.33
02-01-2019 07:40:00,27.77,64.83,97.5
02-01-2019 07:45:00,27.87,65,121
02-01-2019 07:50:00,27.98,65,130.83
02-01-2019 07:55:00,28.17,65,155.33
02-01-2019 08:00:00,28.45,64.17,176.67
02-01-2019 08:05:00,28.5,65.67,156.67
02-01-2019 08:10:00,28.25,68.5,149.5
02-01-2019 08:15:00,28.28,69.83,180.67
02-01-2019 08:20:00,28.55,70,204.5
02-01-2019 08:25:00,28.85,70,198
02-01-2019 08:30:00,29.07,70,185.17
02-01-2019 08:35:00,29.27,70.83,192.17
02-01-2019 08:40:00,29.47,71,177.33
02-01-2019 08:45:00,29.58,71.83,167.33
02-01-2019 08:50:00,29.85,71.17,285.17
02-01-2019 08:55:00,30.15,71,240.67
02-01-2019 09:00:00,30.45,71.83,204.5
02-01-2019 09:05:00,30.67,72,226.67
02-01-2019 09:10:00,30.78,72.83,227
02-01-2019 09:15:00,30.88,73.83,271.83
02-01-2019 09:20:00,31.15,74,284.33
02-01-2019 09:25:00,29.45,69.83,253.33
02-01-2019 09:30:00,29.27,68.17,245.33
02-01-2019 09:35:00,29.55,70.48,255.76
02-01-2019 09:40:00,29.93,71.83,291.89
02-01-2019 09:45:00,28.76,67.87,339.51
02-01-2019 09:50:00,28.75,67.83,328.16
02-01-2019 09:55:00,29.46,68.83,247.12
02-01-2019 10:00:00,29.68,69.83,270.68
02-01-2019 10:05:00,29.87,70.83,248.41
02-01-2019 10:10:00,28.58,67.69,249.44
02-01-2019 10:15:00,28.3,67.83,284.07
02-01-2019 10:20:00,29.04,68,344.73
02-01-2019 10:25:00,29.45,68.83,313.84
02-01-2019 10:30:00,29.58,70.65,295.08
02-01-2019 10:35:00,29.68,71.83,299.61
02-01-2019 10:40:00,29.87,72,343.99
02-01-2019 10:45:00,29.16,68.69,371.19
02-01-2019 10:50:00,28.59,68.83,331.19
02-01-2019 10:55:00,29.33,68.17,309.6
02-01-2019 11:00:00,29.75,69.65,311.13
02-01-2019 11:05:00,29.88,71.65,328.53
02-01-2019 11:10:00,29.24,69.52,293.15
02-01-2019 11:15:00,28.36,69.83,308.15
02-01-2019 11:20:00,28.94,69.17,297.29
02-01-2019 11:25:00,29.27,69.83,322.93
02-01-2019 11:30:00,29.55,70.83,332.31
02-01-2019 11:35:00,29.85,71.83,325.56
02-01-2019 11:40:00,29.4,70.35,378.56
02-01-2019 11:45:00,28.31,70,345.36
02-01-2019 11:50:00,29.09,68.35,319.47
02-01-2019 11:55:00,29.55,69.64,311.07
02-01-2019 12:00:00,29.85,71.64,302.62
02-01-2019 12:05:00,29.57,70.36,315.76
02-01-2019 12:10:00,28.43,70.82,321.46
02-01-2019 12:15:00,29.27,67.72,340.86
02-01-2019 12:20:00,29.83,67.82,352.38
02-01-2019 12:25:00,28.75,68,347.44
02-01-2019 12:30:00,28.91,67.18,307.46
02-01-2019 12:35:00,29.41,67.82,308.02
02-01-2019 12:40:00,29.75,69.64,345.26
02-01-2019 12:45:00,28.98,67.54,311.18
02-01-2019 12:50:00,28.88,67,282.32
02-01-2019 12:55:00,29.31,68.64,319
02-01-2019 13:00:00,29.65,70.64,387.04
02-01-2019 13:05:00,29.37,68.54,320.46
02-01-2019 13:10:00,28.56,68,318.58
02-01-2019 13:15:00,29.3,68,307.24
02-01-2019 13:20:00,29.58,70.46,280.22
02-01-2019 13:25:00,29.76,71.82,297.14
02-01-2019 13:30:00,29.64,71.18,324.96
02-01-2019 13:35:00,28.45,71.82,341.48
02-01-2019 13:40:00,29.27,69.54,321.04
02-01-2019 13:45:00,29.75,69,352.08
02-01-2019 13:50:00,28.98,67.36,312.44
02-01-2019 13:55:00,28.88,67,288.06
02-01-2019 14:00:00,29.39,67.82,262.04
02-01-2019 14:05:00,29.58,69.64,238.96
02-01-2019 14:10:00,29.76,70.81,229.3
02-01-2019 14:15:00,29.96,71.81,197.09
02-01-2019 14:20:00,30,72,190.81
02-01-2019 14:25:00,30.08,72.81,225.16
02-01-2019 14:30:00,30.26,72.19,256.59
02-01-2019 14:35:00,30.38,72,237.6
02-01-2019 14:40:00,28.94,70.37,210.85
02-01-2019 14:45:00,28.93,70,249.92
02-01-2019 14:50:00,29.49,69.19,237.23
02-01-2019 14:55:00,29.68,70.63,205.16
02-01-2019 15:00:00,29.78,71,206.32
02-01-2019 15:05:00,29.88,71.81,181.16
02-01-2019 15:10:00,29.82,72,167.68
02-01-2019 15:15:00,29.8,72.81,150.55
02-01-2019 15:20:00,29.8,73,147
02-01-2019 15:25:00,29.8,73,145.37
02-01-2019 15:30:00,29.88,72.19,134.43
02-01-2019 15:35:00,29.66,73.63,147.45
02-01-2019 15:40:00,29.76,73.19,138.8
02-01-2019 15:45:00,29.8,73,123.8
02-01-2019 15:50:00,29.72,72.19,107.99
02-01-2019 15:55:00,29.62,72.81,97.68
02-01-2019 16:00:00,29.52,73,93.56
02-01-2019 16:05:00,29.42,73,99.51
02-01-2019 16:10:00,29.4,73.81,79.85
02-01-2019 16:15:00,29.24,74.81,61.99
02-01-2019 16:20:00,29.04,75.81,54.12
02-01-2019 16:25:00,28.92,76,48.15
02-01-2019 16:30:00,28.74,76.81,38.13
02-01-2019 16:35:00,28.62,77.81,33.58
02-01-2019 16:40:00,28.36,78.81,30.58
02-01-2019 16:45:00,28.14,79.81,29.19
02-01-2019 16:50:00,27.94,80.81,24.16
02-01-2019 16:55:00,27.82,81.81,20.58
02-01-2019 17:00:00,27.72,82.81,16.77
02-01-2019 17:05:00,27.54,83.81,3.09
02-01-2019 17:10:00,27.66,83.19,0
02-01-2019 17:15:00,27.86,82.19,0
02-01-2019 17:20:00,27.9,82,0
02-01-2019 17:25:00,27.98,81.19,0
02-01-2019 17:30:00,28.16,80.19,0
02-01-2019 17:35:00,28.36,78.39,0
02-01-2019 17:40:00,28.48,77.19,0
02-01-2019 17:45:00,28.5,76.19,0
02-01-2019 17:50:00,28.58,75.19,0
02-01-2019 17:55:00,28.6,75,0
02-01-2019 18:00:00,28.6,74.19,0
02-01-2019 18:05:00,28.6,73.19,0
02-01-2019 18:10:00,28.52,73,0
02-01-2019 18:15:00,28.5,73,0
02-01-2019 18:20:00,28.5,72.19,0
02-01-2019 18:25:00,28.42,72,0
02-01-2019 18:30:00,28.4,72,0
02-01-2019 18:35:00,28.4,72,0
02-01-2019 18:40:00,28.32,72,0
02-01-2019 18:45:00,28.22,72,0
02-01-2019 18:50:00,28.2,72,0
02-01-2019 18:55:00,28.12,72,0
02-01-2019 19:00:00,28.1,72,0
02-01-2019 19:05:00,28.1,71.2,0
02-01-2019 19:10:00,28.02,71,0
02-01-2019 19:15:00,28,71,0
02-01-2019 19:20:00,28.08,71,0
02-01-2019 19:25:00,28.18,71,0
02-01-2019 19:30:00,28.28,70.2,0
02-01-2019 19:35:00,28.3,70,0
02-01-2019 19:40:00,28.38,69.2,0
02-01-2019 19:45:00,28.48,69,0
02-01-2019 19:50:00,28.58,69,0
02-01-2019 19:55:00,28.68,68.2,0
02-01-2019 20:00:00,28.78,68,0
02-01-2019 20:05:00,28.88,68,0
02-01-2019 20:10:00,28.98,67.2,0
02-01-2019 20:15:00,29.08,67,0
02-01-2019 20:20:00,29.18,67,0
02-01-2019 20:25:00,29.2,67,0
02-01-2019 20:30:00,29.2,66.2,0
02-01-2019 20:35:00,29.28,66,0
02-01-2019 20:40:00,29.3,66,0
02-01-2019 20:45:00,29.3,66,0
02-01-2019 20:50:00,29.3,66,0
02-01-2019 20:55:00,29.3,66,0
02-01-2019 21:00:00,29.3,66,0
02-01-2019 21:05:00,29.3,66,0
02-01-2019 21:10:00,29.3,66,0
02-01-2019 21:15:00,29.3,66,0
02-01-2019 21:20:00,29.38,66,0
02-01-2019 21:25:00,29.32,66,0
02-01-2019 21:30:00,29.3,66,0
02-01-2019 21:35:00,29.3,66,0
02-01-2019 21:40:00,29.22,66,0
02-01-2019 21:45:00,29.2,66,0
02-01-2019 21:50:00,29.2,66,0
02-01-2019 21:55:00,29.12,66,0
02-01-2019 22:00:00,29.1,66,0
02-01-2019 22:05:00,29.1,66,0
02-01-2019 22:10:00,29.1,66,0
02-01-2019 22:15:00,29.1,66,0
02-01-2019 22:20:00,29.1,66,0
02-01-2019 22:25:00,29.1,66,0
02-01-2019 22:30:00,29.1,66.79,0
02-01-2019 22:35:00,29.02,67,0
02-01-2019 22:40:00,29.08,67,0
02-01-2019 22:45:00,29.02,67,0
02-01-2019 22:50:00,29,67,0
02-01-2019 22:55:00,29,67,0
02-01-2019 23:00:00,29,67,0
02-01-2019 23:05:00,29,67,0
02-01-2019 23:10:00,29,67,0
02-01-2019 23:15:00,28.92,67,0
02-01-2019 23:20:00,28.82,67.79,0
02-01-2019 23:25:00,28.72,68,0
02-01-2019 23:30:00,28.62,68,0
02-01-2019 23:35:00,28.6,68,0
02-01-2019 23:40:00,28.52,68,0
02-01-2019 23:45:00,28.42,68.79,0
02-01-2019 23:50:00,28.32,69,0
02-01-2019 23:55:00,28.22,69,0
03-01-2019 00:00:00,28.1,69,0
03-01-2019 00:05:00,28.1,69,0
03-01-2019 00:10:00,28,69,0
03-01-2019 00:15:00,27.9,69,0
03-01-2019 00:20:00,27.9,69.99,0
03-01-2019 00:25:00,27.8,70,0
03-01-2019 00:30:00,27.7,70,0
03-01-2019 00:35:00,27.7,70,0
03-01-2019 00:40:00,27.6,70,0
03-01-2019 00:45:00,27.5,70,0
03-01-2019 00:50:00,27.5,70,0
03-01-2019 00:55:00,27.4,70,0
03-01-2019 01:00:00,27.4,70,0
03-01-2019 01:05:00,27.3,70,0
03-01-2019 01:10:00,27.3,70.99,0
03-01-2019 01:15:00,27.2,71,0
03-01-2019 01:20:00,27.2,71,0
03-01-2019 01:25:00,27.1,71,0
03-01-2019 01:30:00,27,71,0
03-01-2019 01:35:00,27.1,71,0
03-01-2019 01:40:00,27.1,71,0
03-01-2019 01:45:00,27,71,0
03-01-2019 01:50:00,27,71,0
03-01-2019 01:55:00,27,71,0
03-01-2019 02:00:00,26.9,71,0
03-01-2019 02:05:00,26.9,71,0
03-01-2019 02:10:00,26.9,71,0
03-01-2019 02:15:00,26.9,71,0
03-01-2019 02:20:00,26.8,71.98,0
03-01-2019 02:25:00,26.8,72,0
03-01-2019 02:30:00,26.7,72,0
03-01-2019 02:35:00,26.7,72,0
03-01-2019 02:40:00,26.7,72,0
03-01-2019 02:45:00,26.6,72,0
03-01-2019 02:50:00,26.6,72,0
03-01-2019 02:55:00,26.6,72,0
03-01-2019 03:00:00,26.6,72,0
03-01-2019 03:05:00,26.5,72,0
03-01-2019 03:10:00,26.5,72,0
03-01-2019 03:15:00,26.5,72,0
03-01-2019 03:20:00,26.4,72,0
03-01-2019 03:25:00,26.5,72,0
03-01-2019 03:30:00,26.5,72,0
03-01-2019 03:35:00,26.5,72,0
03-01-2019 03:40:00,26.4,72,0
